,building_id,district_id,vdcmun_id,ward_id,count_floors_pre_eq,count_floors_post_eq,age_building,plinth_area_sq_ft,height_ft_pre_eq,height_ft_post_eq,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,condition_post_eq,damage_grade,technical_solution_proposed,superstructure,floors_change,height_change
572600,303702003371,30,3003,300305,2,5,27,495,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
572621,303702003571,30,3003,300305,2,5,20,260,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-3,0
572913,303703001291,30,3003,300306,1,2,20,420,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_mud_mortar_stone,-1,0
578163,304007000321,30,3013,301304,2,4,0,528,8,30,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-22
579541,304104001341,30,3013,301301,2,3,13,575,18,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
579813,304106000441,30,3013,301302,1,2,2,725,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,L-shape,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-10
580223,304107002381,30,3013,301302,1,2,3,920,9,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,-18
580318,304108000211,30,3013,301302,1,2,1,1140,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_cement_mortar_brick,-1,-10
580422,304108001131,30,3013,301302,1,2,4,1242,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
580701,304108003571,30,3013,301302,1,2,2,792,10,20,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
581279,304202000581,30,3009,300912,1,2,1,390,11,22,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-11
581297,304202000721,30,3009,300912,2,3,1,1400,22,33,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-11
581644,304203001641,30,3009,300912,1,2,1,1220,12,24,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Major repair,has_superstructure_cement_mortar_brick,-1,-12
581747,304203002661,30,3009,300912,1,2,8,600,16,16,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Major repair,has_superstructure_cement_mortar_brick,-1,0
581915,304203020181,30,3009,300912,1,2,4,1000,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_engineered,-1,-10
585907,304601000111,30,3009,300906,2,3,18,220,12,12,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
585989,304601000962,30,3009,300906,2,3,20,150,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 3,Minor repair,has_superstructure_mud_mortar_stone,-1,0
588061,304702000951,30,3012,301204,1,2,5,300,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-9
588362,304705000471,30,3012,301205,2,3,25,330,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
589174,304802000012,30,3012,301208,1,2,4,704,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
589443,304802002631,30,3012,301208,2,3,15,252,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
590372,304805000991,30,3012,301207,1,2,1,315,9,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,-9
590684,304808000082,30,3012,301207,1,2,4,550,7,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,-7
591140,304809001962,30,3012,301208,1,3,1,700,9,27,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_stone,-2,-18
593143,310101000901,31,3111,311108,1,2,30,240,22,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
594234,310105001751,31,3111,311107,2,3,50,493,20,20,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
594852,310108001461,31,3111,311108,2,3,40,400,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
595672,310203001551,31,3107,310705,1,2,15,1270,20,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_cement_mortar_brick,-1,0
596970,310302000771,31,3111,311106,1,2,2,648,8,16,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-8
597200,310302090021,31,3111,311106,1,2,3,880,9,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
597922,310306001741,31,3111,311101,3,6,125,540,24,24,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_adobe_mud,-3,0
598302,310308001731,31,3111,311105,2,5,60,360,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-2 side,Rectangular,Damaged-Used in risk,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
598403,310309000721,31,3111,311105,1,2,52,375,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
598731,310401002291,31,3104,310419,2,3,12,300,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_mud_mortar_brick,-1,0
600777,310405010671,31,3104,310403,1,2,22,650,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_cement_mortar_brick,-1,0
600823,310405011101,31,3104,310403,1,2,21,720,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Major repair,has_superstructure_cement_mortar_stone,-1,0
601310,310405020541,31,3104,310403,1,2,7,442,10,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,-8
601667,310406000261,31,3104,310419,2,3,28,600,28,28,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
603075,310508000081,31,3101,310109,1,2,4,545,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
603274,310601000701,31,3103,310302,1,2,35,375,25,25,Steep slope,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
604753,310702000611,31,3106,310608,1,2,1,750,10,19,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,-9
604786,310702000912,31,3106,310608,2,3,2,375,19,19,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
604865,310704000051,31,3106,310607,2,5,11,460,22,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-3,0
605918,310804001061,31,3103,310306,1,2,2,400,20,28,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-8
607190,311002000121,31,3111,311109,1,4,35,640,12,12,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-3,0
607715,311005000891,31,3111,311109,1,2,9,460,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
609129,311101025021,31,3104,310414,1,2,2,610,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
611192,311106002401,31,3104,310415,1,2,9,320,15,15,Steep slope,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
611666,311109000831,31,3104,310415,1,2,17,310,9,9,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Brick/Stone,Not applicable,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
611670,311109000871,31,3104,310415,1,2,9,110,9,9,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Brick/Stone,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
614335,311304000511,31,3106,310601,2,3,22,315,25,25,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
614715,311308000331,31,3106,310602,1,2,9,356,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
614766,311309000311,31,3106,310602,1,2,15,520,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
614781,311309000461,31,3106,310602,1,2,17,1320,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Minor repair,has_superstructure_mud_mortar_stone,-1,0
614797,311309000621,31,3106,310602,2,3,40,720,18,18,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-1,0
614820,311309000821,31,3106,310602,2,3,19,840,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_mud_mortar_stone,-1,0
614844,311309001061,31,3106,310602,1,2,2,340,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
614845,311309001071,31,3106,310602,1,2,24,380,13,13,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
615110,311403001261,31,3102,310202,1,2,8,230,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
616291,311503000291,31,3105,310504,1,2,22,650,22,22,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
616330,311503000661,31,3105,310504,1,3,2,800,9,27,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-18
616504,311504001101,31,3105,310504,2,3,21,980,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
617640,311601010441,31,3101,310104,2,5,8,286,17,17,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_timber,-3,0
617987,311602010581,31,3101,310105,1,2,3,358,7,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 4,Reconstruction,has_superstructure_timber,-1,-7
618047,311602011201,31,3101,310105,2,3,15,268,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
618653,311603000951,31,3101,310106,1,2,10,296,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
621649,311708000422,31,3106,310606,1,2,0,842,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
621729,311708001181,31,3106,310606,2,5,5,282,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621765,311708001491,31,3106,310606,2,5,10,281,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621769,311708001531,31,3106,310606,2,5,10,250,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-3,0
621773,311708001571,31,3106,310606,2,5,3,175,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621779,311708001621,31,3106,310606,2,5,12,255,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621888,311709001041,31,3106,310606,2,5,100,253,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621908,311709001211,31,3106,310606,2,5,16,412,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-3,0
621915,311709001262,31,3106,310606,2,5,12,459,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
621919,311709001291,31,3106,310606,2,5,52,524,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Minor repair,has_superstructure_mud_mortar_stone,-3,0
623498,311804020941,31,3108,310802,1,2,6,299,6,6,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
625998,311809021411,31,3108,310805,1,2,2,408,9,17,Flat,RC,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_timber,-1,-8
626402,311902000851,31,3104,310417,1,2,2,600,8,8,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,Timber-Planck,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
626594,311903000941,31,3104,310417,2,6,13,202,17,17,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-4,0
626665,311903001522,31,3104,310417,2,5,3,148,15,15,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_brick,-3,0
626683,311903001642,31,3104,310417,1,4,22,202,15,15,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Major repair,has_superstructure_adobe_mud,-3,0
626848,311903003051,31,3104,310417,1,2,11,324,13,13,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Square,Damaged-Repaired and used,Grade 3,Minor repair,has_superstructure_adobe_mud,-1,0
627217,311904001671,31,3104,310417,1,2,1,2257,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
629984,312001080851,31,3104,310401,1,2,15,910,22,22,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
630222,312002010991,31,3104,310402,1,2,20,1400,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
630255,312002011321,31,3104,310402,1,2,12,2000,10,20,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-10
630727,312002061001,31,3104,310402,1,2,4,1275,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
631004,312002090541,31,3104,310402,1,2,8,1822,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_rc_engineered,-1,-10
631185,312003010411,31,3104,310402,1,2,20,450,9,18,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
631665,312004020181,31,3104,310404,2,3,34,547,20,29,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-9
631760,312004020981,31,3104,310404,2,3,10,950,20,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
631991,312004040571,31,3104,310404,2,3,20,395,30,30,Flat,Cement-Stone/Brick,RCC/RB/RBC,Brick/Stone,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
632194,312004060441,31,3104,310404,2,3,10,1275,27,27,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Minor repair,has_superstructure_rc_engineered,-1,0
632423,312004080161,31,3104,310404,2,3,12,544,30,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
632524,312004081151,31,3104,310404,1,2,2,1225,10,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-20
632588,312004081781,31,3104,310404,1,2,7,1250,20,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
632626,312004082161,31,3104,310404,1,2,22,1080,10,20,Flat,Cement-Stone/Brick,RCC/RB/RBC,Brick/Stone,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-1,-10
632672,312004082621,31,3104,310404,1,2,12,705,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_rc_engineered,-1,-10
